"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2020","AQS","390130006","1","6","ug/m3 SC","6","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/10/2020","AQS","390130006","1","16","ug/m3 SC","15","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/16/2020","AQS","390130006","1","8","ug/m3 SC","7","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/22/2020","AQS","390130006","1","25","ug/m3 SC","23","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/31/2020","AQS","390130006","1","30","ug/m3 SC","28","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/03/2020","AQS","390130006","1","21","ug/m3 SC","19","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/09/2020","AQS","390130006","1","11","ug/m3 SC","10","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/15/2020","AQS","390130006","1","12","ug/m3 SC","11","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/21/2020","AQS","390130006","1","14","ug/m3 SC","13","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/27/2020","AQS","390130006","1","6","ug/m3 SC","6","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/04/2020","AQS","390130006","1","11","ug/m3 SC","10","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/10/2020","AQS","390130006","1","9","ug/m3 SC","8","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/16/2020","AQS","390130006","1","18","ug/m3 SC","17","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/22/2020","AQS","390130006","1","11","ug/m3 SC","10","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/04/2020","AQS","390130006","2","6","ug/m3 SC","6","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/10/2020","AQS","390130006","2","17","ug/m3 SC","16","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/16/2020","AQS","390130006","2","8","ug/m3 SC","7","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/22/2020","AQS","390130006","2","25","ug/m3 SC","23","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/03/2020","AQS","390130006","2","20","ug/m3 SC","19","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/09/2020","AQS","390130006","2","11","ug/m3 SC","10","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/15/2020","AQS","390130006","2","12","ug/m3 SC","11","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/21/2020","AQS","390130006","2","16","ug/m3 SC","15","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"02/27/2020","AQS","390130006","2","6","ug/m3 SC","6","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/04/2020","AQS","390130006","2","11","ug/m3 SC","10","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/10/2020","AQS","390130006","2","10","ug/m3 SC","9","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"03/16/2020","AQS","390130006","2","18","ug/m3 SC","17","Shadyside","1","100.0000","81102","PM10 Total 0-10um STP","48540","Wheeling, WV-OH","39","Ohio","013","Belmont","39.9679","-80.7464"
"01/04/2020","AQS","390170015","2","11","ug/m3 SC","10","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"01/10/2020","AQS","390170015","2","14","ug/m3 SC","13","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"01/16/2020","AQS","390170015","2","10","ug/m3 SC","9","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"01/22/2020","AQS","390170015","2","20","ug/m3 SC","19","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"01/28/2020","AQS","390170015","2","16","ug/m3 SC","15","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"02/03/2020","AQS","390170015","2","57","ug/m3 SC","52","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"02/09/2020","AQS","390170015","2","13","ug/m3 SC","12","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"02/15/2020","AQS","390170015","2","24","ug/m3 SC","22","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"02/21/2020","AQS","390170015","2","20","ug/m3 SC","19","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"02/27/2020","AQS","390170015","2","10","ug/m3 SC","9","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"03/04/2020","AQS","390170015","2","20","ug/m3 SC","19","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"03/10/2020","AQS","390170015","2","9","ug/m3 SC","8","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"03/16/2020","AQS","390170015","2","11","ug/m3 SC","10","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"03/22/2020","AQS","390170015","2","7","ug/m3 SC","6","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"05/21/2020","AQS","390170015","2","6","ug/m3 SC","6","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"05/27/2020","AQS","390170015","2","20","ug/m3 SC","19","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"06/02/2020","AQS","390170015","2","35","ug/m3 SC","32","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"06/08/2020","AQS","390170015","2","11","ug/m3 SC","10","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"06/20/2020","AQS","390170015","2","30","ug/m3 SC","28","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"06/26/2020","AQS","390170015","2","38","ug/m3 SC","35","Ohio Bell","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.49072","-84.36374"
"01/04/2020","AQS","390170019","1","11","ug/m3 SC","10","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"01/10/2020","AQS","390170019","1","9","ug/m3 SC","8","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"01/16/2020","AQS","390170019","1","11","ug/m3 SC","10","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"01/22/2020","AQS","390170019","1","39","ug/m3 SC","36","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"01/28/2020","AQS","390170019","1","17","ug/m3 SC","16","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"02/03/2020","AQS","390170019","1","19","ug/m3 SC","18","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"02/09/2020","AQS","390170019","1","14","ug/m3 SC","13","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"02/15/2020","AQS","390170019","1","8","ug/m3 SC","7","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"02/21/2020","AQS","390170019","1","12","ug/m3 SC","11","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"02/27/2020","AQS","390170019","1","9","ug/m3 SC","8","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"03/04/2020","AQS","390170019","1","11","ug/m3 SC","10","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"03/10/2020","AQS","390170019","1","9","ug/m3 SC","8","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"05/21/2020","AQS","390170019","1","14","ug/m3 SC","13","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"05/27/2020","AQS","390170019","1","16","ug/m3 SC","15","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"06/02/2020","AQS","390170019","1","20","ug/m3 SC","19","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"06/20/2020","AQS","390170019","1","25","ug/m3 SC","23","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"06/26/2020","AQS","390170019","1","19","ug/m3 SC","18","Amanda Elem","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.479822","-84.409617"
"01/04/2020","AQS","390170020","1","10","ug/m3 SC","9","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"01/10/2020","AQS","390170020","1","24","ug/m3 SC","22","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"01/16/2020","AQS","390170020","1","12","ug/m3 SC","11","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"01/22/2020","AQS","390170020","1","60","ug/m3 SC","53","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"01/28/2020","AQS","390170020","1","17","ug/m3 SC","16","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"02/03/2020","AQS","390170020","1","60","ug/m3 SC","53","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"02/09/2020","AQS","390170020","1","21","ug/m3 SC","19","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"02/15/2020","AQS","390170020","1","17","ug/m3 SC","16","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"02/21/2020","AQS","390170020","1","17","ug/m3 SC","16","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"02/27/2020","AQS","390170020","1","16","ug/m3 SC","15","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"03/04/2020","AQS","390170020","1","14","ug/m3 SC","13","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"03/10/2020","AQS","390170020","1","8","ug/m3 SC","7","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"03/16/2020","AQS","390170020","1","17","ug/m3 SC","16","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"03/22/2020","AQS","390170020","1","16","ug/m3 SC","15","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"05/21/2020","AQS","390170020","1","19","ug/m3 SC","18","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"05/27/2020","AQS","390170020","1","52","ug/m3 SC","48","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"06/02/2020","AQS","390170020","1","50","ug/m3 SC","46","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"06/08/2020","AQS","390170020","1","46","ug/m3 SC","43","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"06/14/2020","AQS","390170020","1","19","ug/m3 SC","18","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"06/20/2020","AQS","390170020","1","52","ug/m3 SC","48","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"06/26/2020","AQS","390170020","1","51","ug/m3 SC","47","Yankee","1","100.0000","81102","PM10 Total 0-10um STP","17140","Cincinnati, OH-KY-IN","39","Ohio","017","Butler","39.472436","-84.394952"
"01/04/2020","AQS","390290020","1","19","ug/m3 SC","18","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"01/10/2020","AQS","390290020","1","26","ug/m3 SC","24","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"01/16/2020","AQS","390290020","1","8","ug/m3 SC","7","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"01/22/2020","AQS","390290020","1","33","ug/m3 SC","31","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"01/28/2020","AQS","390290020","1","7","ug/m3 SC","6","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"02/03/2020","AQS","390290020","1","22","ug/m3 SC","20","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"02/09/2020","AQS","390290020","1","7","ug/m3 SC","6","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"02/15/2020","AQS","390290020","1","8","ug/m3 SC","7","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"02/21/2020","AQS","390290020","1","14","ug/m3 SC","13","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"02/27/2020","AQS","390290020","1","5","ug/m3 SC","5","East Liverpool WTP","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.639509","-80.523951"
"01/04/2020","AQS","390290023","1","16","ug/m3 SC","15","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/10/2020","AQS","390290023","1","20","ug/m3 SC","19","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/16/2020","AQS","390290023","1","18","ug/m3 SC","17","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/22/2020","AQS","390290023","1","24","ug/m3 SC","22","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/28/2020","AQS","390290023","1","8","ug/m3 SC","7","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/03/2020","AQS","390290023","1","10","ug/m3 SC","9","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/09/2020","AQS","390290023","1","4","ug/m3 SC","4","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/15/2020","AQS","390290023","1","7","ug/m3 SC","6","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/21/2020","AQS","390290023","1","12","ug/m3 SC","11","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/27/2020","AQS","390290023","1","3","ug/m3 SC","3","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"06/14/2020","AQS","390290023","1","10","ug/m3 SC","9","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"06/20/2020","AQS","390290023","1","13","ug/m3 SC","12","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"06/26/2020","AQS","390290023","1","15","ug/m3 SC","14","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/04/2020","AQS","390290023","2","17","ug/m3 SC","16","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/10/2020","AQS","390290023","2","21","ug/m3 SC","19","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/16/2020","AQS","390290023","2","18","ug/m3 SC","17","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/22/2020","AQS","390290023","2","23","ug/m3 SC","21","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/28/2020","AQS","390290023","2","6","ug/m3 SC","6","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/03/2020","AQS","390290023","2","9","ug/m3 SC","8","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/09/2020","AQS","390290023","2","8","ug/m3 SC","7","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/15/2020","AQS","390290023","2","8","ug/m3 SC","7","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/21/2020","AQS","390290023","2","11","ug/m3 SC","10","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"02/27/2020","AQS","390290023","2","4","ug/m3 SC","4","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"06/14/2020","AQS","390290023","2","9","ug/m3 SC","8","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"06/20/2020","AQS","390290023","2","12","ug/m3 SC","11","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"06/26/2020","AQS","390290023","2","7","ug/m3 SC","6","Eastside Elem","1","100.0000","81102","PM10 Total 0-10um STP","41400","Salem, OH","39","Ohio","029","Columbiana","40.6346880009325","-80.545695"
"01/05/2020","AQS","390350038","1","13","ug/m3 SC","12","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/10/2020","AQS","390350038","1","17","ug/m3 SC","16","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/15/2020","AQS","390350038","1","28","ug/m3 SC","26","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/20/2020","AQS","390350038","1","4","ug/m3 SC","4","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/25/2020","AQS","390350038","1","7","ug/m3 SC","6","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/30/2020","AQS","390350038","1","18","ug/m3 SC","17","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/04/2020","AQS","390350038","1","11","ug/m3 SC","10","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/09/2020","AQS","390350038","1","18","ug/m3 SC","17","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/14/2020","AQS","390350038","1","10","ug/m3 SC","9","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/19/2020","AQS","390350038","1","12","ug/m3 SC","11","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/24/2020","AQS","390350038","1","25","ug/m3 SC","23","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/29/2020","AQS","390350038","1","11","ug/m3 SC","10","St Theodosius","1","100.0000","81102","PM10 Total 0-10um STP","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
