"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/02/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/03/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/04/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/05/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/06/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/07/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/08/2020","AQS","390010001","1","3","ppb","4","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/09/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/10/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/11/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/12/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/13/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/14/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/15/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/16/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/17/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/18/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/19/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/20/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/21/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/22/2020","AQS","390010001","1","2","ppb","3","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/23/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/24/2020","AQS","390010001","1","1","ppb","1","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/25/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/26/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/27/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/28/2020","AQS","390010001","1","3","ppb","4","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/29/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/30/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/31/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/01/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/02/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/03/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/04/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/05/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/06/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/07/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/08/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/09/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/10/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/11/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/12/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/13/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/14/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/15/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/16/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/17/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/18/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/19/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/20/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/21/2020","AQS","390010001","1","3","ppb","4","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/22/2020","AQS","390010001","1","4","ppb","6","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/23/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/24/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/25/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/26/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/27/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/28/2020","AQS","390010001","1","4","ppb","6","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/29/2020","AQS","390010001","1","3","ppb","4","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/01/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/02/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/03/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/04/2020","AQS","390010001","1","1","ppb","1","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/05/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/06/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/07/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/08/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/09/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/10/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/11/2020","AQS","390010001","1","1","ppb","1","West Union","19","79.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/13/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/14/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/15/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/16/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/17/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/18/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/19/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/20/2020","AQS","390010001","1","0","ppb","0","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/21/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/22/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/23/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/24/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/25/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/26/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/27/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/28/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/29/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/30/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"03/31/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/01/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/02/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/03/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/04/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/05/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/06/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/07/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/08/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/09/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/10/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/11/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/12/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/13/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/14/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/15/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/16/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/17/2020","AQS","390010001","1","1","ppb","1","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/18/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/19/2020","AQS","390010001","1","2","ppb","3","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/20/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/21/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/22/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/23/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/24/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/25/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/27/2020","AQS","390010001","1","1","ppb","1","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/28/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/29/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"04/30/2020","AQS","390010001","1","0","ppb","0","West Union","18","75.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/01/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/02/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/03/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/04/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/05/2020","AQS","390010001","1","1","ppb","1","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/06/2020","AQS","390010001","1","0","ppb","0","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/07/2020","AQS","390010001","1","12","ppb","17","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/08/2020","AQS","390010001","1","1","ppb","1","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/09/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/10/2020","AQS","390010001","1","1","ppb","1","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/11/2020","AQS","390010001","1","1","ppb","1","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/12/2020","AQS","390010001","1","3","ppb","4","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/13/2020","AQS","390010001","1","1","ppb","1","West Union","20","83.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/14/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/15/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/16/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/17/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/18/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/19/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/20/2020","AQS","390010001","1","0","ppb","0","West Union","21","88.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/21/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/22/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/23/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/24/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/25/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/26/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/27/2020","AQS","390010001","1","0","ppb","0","West Union","22","92.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/28/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/29/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/30/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"05/31/2020","AQS","390010001","1","0","ppb","0","West Union","23","96.0000","42401","Sulfur dioxide","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/01/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/02/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/03/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/04/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/05/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/06/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/07/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/08/2020","AQS","390030009","1","0","ppb","0","Lima","20","83.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/09/2020","AQS","390030009","1","3","ppb","4","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/10/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/11/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/12/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/13/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/14/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/15/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/16/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/17/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/18/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/19/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/20/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/21/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/22/2020","AQS","390030009","1","1","ppb","1","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/23/2020","AQS","390030009","1","1","ppb","1","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/24/2020","AQS","390030009","1","1","ppb","1","Lima","22","92.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
"01/25/2020","AQS","390030009","1","0","ppb","0","Lima","23","96.0000","42401","Sulfur dioxide","30620","Lima, OH","39","Ohio","003","Allen","40.7709440009332","-84.0539"
